Student_ID,Sinhala_Tamil,Sinhala_Tamil_Grade,Maths,Maths_Grade,Science,Science_Grade,Buddhism,Buddhism_Grade,English,English_Grade,History,History_Grade,Basket1_Subject,Basket1_Marks,Basket1_Grade,Basket2_Subject,Basket2_Marks,Basket2_Grade,Basket3_Subject,Basket3_Marks,Basket3_Grade,Total_Marks,Average_Marks,Overall_Grade
STU0215,68,B,53,C,53,C,66,B,39,C,58,B,Agriculture,94,A,English_Lit,92,A,Health,70,B,593,65.89,B
STU0216,77,A,57,B,40,C,19,F,67,B,74,B,Commerce,59,B,Art,77,A,Health,52,C,522,58,B
STU0217,70,B,38,C,72,B,22,F,74,B,67,B,Agriculture,37,C,Music,66,B,Home_Science,68,B,514,57.11,B
STU0218,55,B,43,C,21,F,96,A,50,C,73,B,Agriculture,75,A,English_Lit,36,C,Health,64,B,513,57,B
STU0219,56,B,71,B,64,B,96,A,90,A,64,B,Agriculture,31,F,Drama,46,C,ICT,37,C,555,61.67,B
STU0220,55,B,81,A,41,C,40,C,82,A,76,A,Agriculture,88,A,English_Lit,63,B,Health,8,F,534,59.33,B
STU0221,51,C,82,A,71,B,91,A,93,A,55,B,Agriculture,78,A,Music,33,F,Media,43,C,597,66.33,B
STU0222,57,B,36,C,84,A,97,A,47,C,86,A,Commerce,91,A,Music,96,A,Home_Science,46,C,640,71.11,B
STU0223,86,A,79,A,18,F,34,F,70,B,85,A,Agriculture,61,B,English_Lit,55,B,ICT,95,A,583,64.78,B
STU0224,73,B,8,F,14,F,62,B,40,C,36,C,Commerce,17,F,Music,79,A,Media,56,B,385,42.78,C
STU0225,72,B,58,B,72,B,84,A,1,F,98,A,Commerce,93,A,Sinhala_Lit,63,B,ICT,71,B,612,68,B
STU0226,39,C,71,B,44,C,59,B,71,B,93,A,Commerce,47,C,Dance,38,C,Media,67,B,529,58.78,B
STU0227,61,B,60,B,74,B,50,C,66,B,96,A,Agriculture,84,A,Dance,59,B,Home_Science,7,F,557,61.89,B
STU0228,78,A,70,B,44,C,75,A,86,A,51,C,Commerce,83,A,Art,75,A,Media,46,C,608,67.56,B
STU0229,73,B,50,C,94,A,90,A,63,B,46,C,Commerce,65,B,English_Lit,43,C,Health,60,B,584,64.89,B
STU0230,65,B,90,A,60,B,44,C,42,C,8,F,Agriculture,90,A,Music,64,B,ICT,84,A,547,60.78,B
STU0231,31,F,41,C,6,F,88,A,86,A,60,B,Agriculture,50,C,Music,78,A,ICT,78,A,518,57.56,B
STU0232,77,A,69,B,96,A,64,B,1,F,48,C,Commerce,61,B,Drama,96,A,Health,83,A,595,66.11,B
STU0233,55,B,78,A,37,C,60,B,39,C,61,B,Commerce,100,A,Music,39,C,Media,74,B,543,60.33,B
STU0234,74,B,67,B,66,B,74,B,62,B,33,F,Agriculture,88,A,Sinhala_Lit,87,A,Health,47,C,598,66.44,B
STU0235,44,C,62,B,39,C,99,A,100,A,80,A,Commerce,15,F,Art,54,C,ICT,70,B,563,62.56,B
STU0236,93,A,55,B,14,F,83,A,52,C,39,C,Commerce,48,C,Art,88,A,Home_Science,36,C,508,56.44,B
STU0237,61,B,61,B,59,B,71,B,70,B,97,A,Agriculture,98,A,Sinhala_Lit,46,C,Health,38,C,601,66.78,B
STU0238,56,B,95,A,60,B,55,B,5,F,90,A,Commerce,21,F,Drama,65,B,Media,39,C,486,54,C
STU0239,84,A,57,B,45,C,78,A,63,B,1,F,Agriculture,59,B,Dance,6,F,Media,96,A,489,54.33,C
STU0240,21,F,55,B,30,F,92,A,13,F,83,A,Commerce,45,C,Drama,74,B,Home_Science,70,B,483,53.67,C
STU0241,53,C,74,B,62,B,72,B,46,C,45,C,Agriculture,70,B,Sinhala_Lit,35,C,Health,91,A,548,60.89,B
STU0242,75,A,35,C,68,B,51,C,61,B,88,A,Agriculture,39,C,Art,20,F,Home_Science,72,B,509,56.56,B
STU0243,30,F,87,A,67,B,36,C,86,A,70,B,Commerce,63,B,Dance,69,B,ICT,67,B,575,63.89,B
STU0244,23,F,70,B,81,A,96,A,66,B,41,C,Agriculture,53,C,Sinhala_Lit,62,B,Home_Science,54,C,546,60.67,B
STU0245,61,B,44,C,62,B,75,A,21,F,90,A,Commerce,53,C,Dance,97,A,ICT,70,B,573,63.67,B
STU0246,97,A,67,B,2,F,88,A,40,C,62,B,Agriculture,2,F,Drama,90,A,ICT,89,A,537,59.67,B
STU0247,65,B,89,A,91,A,37,C,94,A,81,A,Commerce,96,A,Dance,76,A,Media,45,C,674,74.89,B
STU0248,92,A,49,C,71,B,100,A,31,F,50,C,Agriculture,68,B,Drama,53,C,ICT,39,C,553,61.44,B
STU0249,72,B,62,B,36,C,42,C,68,B,88,A,Agriculture,54,C,English_Lit,92,A,ICT,67,B,581,64.56,B
STU0250,63,B,52,C,79,A,79,A,86,A,92,A,Commerce,64,B,Dance,62,B,Home_Science,51,C,628,69.78,B
STU0251,84,A,97,A,73,B,57,B,56,B,78,A,Commerce,36,C,Art,36,C,Media,57,B,574,63.78,B
STU0252,88,A,37,C,78,A,96,A,62,B,58,B,Commerce,45,C,English_Lit,91,A,Health,42,C,597,66.33,B
STU0253,67,B,76,A,97,A,99,A,81,A,36,C,Commerce,94,A,Dance,96,A,ICT,59,B,705,78.33,A
STU0254,41,C,59,B,53,C,35,C,87,A,95,A,Commerce,87,A,Drama,84,A,Media,38,C,579,64.33,B
STU0255,31,F,46,C,51,C,30,F,23,F,35,C,Commerce,82,A,Dance,81,A,Health,53,C,432,48,C
STU0256,79,A,89,A,37,C,95,A,19,F,74,B,Agriculture,53,C,Music,64,B,Media,95,A,605,67.22,B
STU0257,68,B,61,B,60,B,43,C,59,B,61,B,Commerce,99,A,Sinhala_Lit,73,B,Health,76,A,600,66.67,B
STU0258,82,A,36,C,97,A,96,A,98,A,42,C,Agriculture,49,C,Dance,68,B,ICT,55,B,623,69.22,B
STU0259,49,C,53,C,46,C,73,B,43,C,75,A,Agriculture,38,C,Sinhala_Lit,9,F,Media,40,C,426,47.33,C
STU0260,14,F,43,C,70,B,96,A,92,A,75,A,Agriculture,36,C,Dance,82,A,Media,73,B,581,64.56,B
STU0261,65,B,39,C,43,C,87,A,72,B,90,A,Agriculture,53,C,Music,53,C,Health,93,A,595,66.11,B
STU0262,38,C,71,B,53,C,62,B,55,B,51,C,Commerce,1,F,English_Lit,88,A,Health,55,B,474,52.67,C
STU0263,0,F,73,B,43,C,65,B,77,A,42,C,Agriculture,69,B,Music,79,A,Media,74,B,522,58,B
STU0264,23,F,55,B,98,A,73,B,39,C,75,A,Agriculture,70,B,Drama,84,A,Health,71,B,588,65.33,B
STU0265,70,B,83,A,94,A,45,C,36,C,74,B,Commerce,52,C,English_Lit,93,A,ICT,70,B,617,68.56,B
STU0266,84,A,84,A,86,A,91,A,78,A,71,B,Commerce,64,B,Sinhala_Lit,93,A,Media,59,B,710,78.89,A
STU0267,98,A,41,C,73,B,37,C,45,C,51,C,Agriculture,58,B,Drama,49,C,Media,100,A,552,61.33,B
STU0268,35,C,40,C,75,A,79,A,74,B,96,A,Commerce,59,B,Art,49,C,Health,53,C,560,62.22,B
STU0269,69,B,56,B,83,A,82,A,58,B,72,B,Commerce,68,B,Drama,18,F,ICT,22,F,528,58.67,B
STU0270,35,C,72,B,57,B,45,C,0,F,95,A,Commerce,95,A,Art,66,B,Home_Science,54,C,519,57.67,B
STU0271,75,A,40,C,99,A,41,C,61,B,99,A,Agriculture,74,B,English_Lit,85,A,Media,79,A,653,72.56,B
STU0272,81,A,89,A,85,A,100,A,67,B,31,F,Commerce,54,C,Art,54,C,Health,67,B,628,69.78,B
STU0273,74,B,11,F,28,F,86,A,69,B,59,B,Commerce,95,A,Drama,50,C,Health,60,B,532,59.11,B
STU0274,46,C,72,B,36,C,45,C,70,B,100,A,Commerce,73,B,English_Lit,51,C,ICT,56,B,549,61,B
STU0275,0,F,45,C,72,B,44,C,58,B,93,A,Agriculture,90,A,Dance,28,F,Health,85,A,515,57.22,B
STU0276,82,A,90,A,10,F,61,B,95,A,96,A,Agriculture,56,B,Music,57,B,Health,49,C,596,66.22,B
STU0277,12,F,94,A,42,C,88,A,70,B,90,A,Commerce,52,C,English_Lit,38,C,Home_Science,47,C,533,59.22,B
STU0278,66,B,60,B,94,A,57,B,72,B,62,B,Commerce,77,A,Music,64,B,Home_Science,78,A,630,70,B
STU0279,67,B,53,C,96,A,100,A,67,B,94,A,Commerce,92,A,Drama,60,B,ICT,42,C,671,74.56,B
STU0280,99,A,56,B,95,A,52,C,88,A,73,B,Agriculture,11,F,Dance,55,B,Media,95,A,624,69.33,B
STU0281,5,F,53,C,65,B,100,A,63,B,98,A,Agriculture,4,F,Dance,74,B,ICT,42,C,504,56,B
STU0282,34,F,39,C,76,A,87,A,70,B,79,A,Agriculture,8,F,Music,98,A,ICT,40,C,531,59,B
STU0283,59,B,38,C,73,B,98,A,16,F,61,B,Commerce,84,A,English_Lit,43,C,Health,80,A,552,61.33,B
STU0284,5,F,94,A,87,A,66,B,68,B,67,B,Commerce,66,B,Drama,76,A,ICT,80,A,609,67.67,B
STU0285,81,A,96,A,53,C,19,F,64,B,74,B,Commerce,74,B,Dance,67,B,Home_Science,38,C,566,62.89,B
STU0286,15,F,92,A,100,A,12,F,63,B,64,B,Agriculture,61,B,Art,75,A,Home_Science,93,A,575,63.89,B
STU0287,89,A,86,A,59,B,67,B,64,B,93,A,Agriculture,97,A,Dance,89,A,Health,98,A,742,82.44,A
STU0288,55,B,40,C,47,C,87,A,94,A,96,A,Commerce,77,A,Sinhala_Lit,97,A,ICT,67,B,660,73.33,B
STU0289,25,F,55,B,75,A,57,B,77,A,94,A,Commerce,66,B,Drama,91,A,ICT,51,C,591,65.67,B
STU0290,9,F,45,C,63,B,16,F,64,B,61,B,Commerce,99,A,English_Lit,51,C,Home_Science,91,A,499,55.44,B
STU0291,49,C,45,C,23,F,42,C,5,F,99,A,Agriculture,69,B,Music,62,B,ICT,59,B,453,50.33,C
STU0292,69,B,17,F,92,A,41,C,85,A,36,C,Agriculture,88,A,Music,15,F,Media,29,F,472,52.44,C
STU0293,58,B,84,A,69,B,3,F,70,B,77,A,Agriculture,16,F,Drama,81,A,ICT,100,A,558,62,B
STU0294,78,A,44,C,87,A,72,B,48,C,17,F,Agriculture,41,C,Sinhala_Lit,61,B,Health,7,F,455,50.56,C
STU0295,91,A,52,C,37,C,44,C,68,B,90,A,Agriculture,54,C,Dance,81,A,ICT,78,A,595,66.11,B
STU0296,70,B,91,A,71,B,45,C,89,A,35,C,Commerce,52,C,Drama,69,B,Health,71,B,593,65.89,B
STU0297,35,C,44,C,94,A,84,A,68,B,47,C,Agriculture,91,A,Drama,46,C,Home_Science,50,C,559,62.11,B
STU0298,84,A,64,B,80,A,88,A,55,B,30,F,Agriculture,73,B,Music,93,A,ICT,65,B,632,70.22,B
STU0299,99,A,73,B,3,F,18,F,49,C,49,C,Commerce,59,B,Music,75,A,Media,81,A,506,56.22,B
STU0300,54,C,43,C,35,C,70,B,57,B,97,A,Agriculture,49,C,Sinhala_Lit,100,A,ICT,53,C,558,62,B
STU0301,53,C,16,F,84,A,7,F,43,C,69,B,Commerce,55,B,Drama,51,C,Media,29,F,407,45.22,C
STU0302,62,B,56,B,49,C,69,B,46,C,92,A,Agriculture,87,A,Dance,87,A,Home_Science,93,A,641,71.22,B
STU0303,63,B,36,C,73,B,73,B,0,F,43,C,Agriculture,73,B,Music,45,C,Media,65,B,471,52.33,C
STU0304,94,A,42,C,95,A,88,A,98,A,75,A,Agriculture,22,F,Drama,49,C,Health,75,A,638,70.89,B
STU0305,64,B,83,A,71,B,86,A,58,B,95,A,Commerce,43,C,Drama,62,B,Media,58,B,620,68.89,B
STU0306,94,A,73,B,75,A,53,C,68,B,25,F,Commerce,98,A,English_Lit,78,A,Home_Science,90,A,654,72.67,B
STU0307,69,B,80,A,56,B,51,C,67,B,50,C,Agriculture,43,C,Music,53,C,Media,93,A,562,62.44,B
STU0308,64,B,53,C,76,A,54,C,46,C,92,A,Commerce,60,B,Sinhala_Lit,81,A,Home_Science,61,B,587,65.22,B
STU0309,95,A,77,A,37,C,86,A,70,B,51,C,Agriculture,86,A,English_Lit,67,B,ICT,97,A,666,74,B
STU0310,51,C,80,A,45,C,71,B,79,A,63,B,Commerce,85,A,Music,33,F,Media,91,A,598,66.44,B
STU0311,91,A,97,A,41,C,64,B,42,C,19,F,Agriculture,9,F,Music,84,A,Media,27,F,474,52.67,C
STU0312,62,B,86,A,63,B,72,B,57,B,63,B,Commerce,86,A,Drama,74,B,Health,63,B,626,69.56,B
STU0313,62,B,43,C,73,B,60,B,30,F,40,C,Commerce,42,C,Art,57,B,ICT,85,A,492,54.67,C
STU0314,38,C,98,A,68,B,62,B,40,C,100,A,Agriculture,96,A,Dance,91,A,Home_Science,63,B,656,72.89,B
STU0315,34,F,58,B,45,C,55,B,40,C,85,A,Agriculture,25,F,Art,46,C,ICT,41,C,429,47.67,C
STU0316,69,B,76,A,57,B,83,A,96,A,97,A,Agriculture,57,B,Sinhala_Lit,57,B,Health,60,B,652,72.44,B
STU0317,62,B,20,F,64,B,69,B,27,F,53,C,Agriculture,81,A,Art,63,B,Home_Science,95,A,534,59.33,B
STU0318,70,B,100,A,64,B,82,A,98,A,62,B,Agriculture,95,A,Dance,27,F,Home_Science,44,C,642,71.33,B
STU0319,67,B,100,A,58,B,56,B,24,F,85,A,Commerce,63,B,Music,80,A,Health,68,B,601,66.78,B
STU0320,91,A,78,A,97,A,70,B,72,B,9,F,Agriculture,88,A,English_Lit,90,A,ICT,65,B,660,73.33,B
STU0321,72,B,72,B,64,B,79,A,71,B,44,C,Commerce,61,B,Art,99,A,Media,69,B,631,70.11,B
STU0322,57,B,88,A,80,A,63,B,40,C,26,F,Agriculture,65,B,English_Lit,94,A,Media,38,C,551,61.22,B
STU0323,43,C,39,C,70,B,46,C,70,B,71,B,Agriculture,75,A,Sinhala_Lit,69,B,Media,61,B,544,60.44,B
STU0324,9,F,27,F,34,F,87,A,10,F,14,F,Commerce,67,B,Music,92,A,Health,89,A,429,47.67,C
STU0325,36,C,64,B,2,F,70,B,7,F,61,B,Commerce,52,C,Music,69,B,Health,25,F,386,42.89,C
STU0326,41,C,71,B,54,C,73,B,77,A,62,B,Agriculture,96,A,Sinhala_Lit,78,A,Home_Science,75,A,627,69.67,B
STU0327,98,A,95,A,99,A,38,C,55,B,39,C,Commerce,66,B,Sinhala_Lit,21,F,Media,43,C,554,61.56,B
STU0328,41,C,31,F,21,F,74,B,93,A,46,C,Commerce,56,B,English_Lit,86,A,Media,37,C,485,53.89,C
STU0329,84,A,100,A,35,C,96,A,56,B,97,A,Agriculture,49,C,Music,74,B,ICT,76,A,667,74.11,B
STU0330,29,F,60,B,83,A,65,B,65,B,85,A,Agriculture,58,B,Dance,96,A,Health,70,B,611,67.89,B
STU0331,81,A,74,B,57,B,81,A,62,B,90,A,Agriculture,62,B,English_Lit,55,B,ICT,90,A,652,72.44,B
STU0332,99,A,4,F,94,A,51,C,38,C,77,A,Agriculture,47,C,Art,67,B,Home_Science,47,C,524,58.22,B
STU0333,85,A,72,B,52,C,93,A,52,C,66,B,Commerce,53,C,Music,72,B,Media,76,A,621,69,B
STU0334,81,A,49,C,59,B,93,A,41,C,13,F,Commerce,64,B,Sinhala_Lit,66,B,Home_Science,64,B,530,58.89,B
STU0335,38,C,13,F,27,F,93,A,49,C,15,F,Commerce,82,A,Sinhala_Lit,91,A,ICT,18,F,426,47.33,C
STU0336,63,B,62,B,71,B,79,A,0,F,47,C,Agriculture,39,C,Dance,56,B,ICT,79,A,496,55.11,B
STU0337,37,C,45,C,45,C,55,B,63,B,58,B,Agriculture,31,F,Art,48,C,Media,97,A,479,53.22,C
STU0338,69,B,6,F,31,F,56,B,43,C,84,A,Agriculture,51,C,Dance,6,F,Home_Science,18,F,364,40.44,C
STU0339,62,B,70,B,85,A,84,A,86,A,75,A,Commerce,97,A,Music,96,A,Health,51,C,706,78.44,A
STU0340,40,C,95,A,88,A,50,C,50,C,87,A,Agriculture,81,A,English_Lit,93,A,Media,75,A,659,73.22,B
STU0341,64,B,64,B,56,B,62,B,70,B,40,C,Commerce,61,B,Art,45,C,Home_Science,72,B,534,59.33,B
STU0342,38,C,71,B,62,B,41,C,35,C,92,A,Agriculture,80,A,Art,92,A,Home_Science,63,B,574,63.78,B
STU0343,69,B,94,A,60,B,91,A,56,B,88,A,Commerce,66,B,Dance,47,C,Media,75,A,646,71.78,B
STU0344,75,A,58,B,92,A,60,B,56,B,77,A,Commerce,45,C,English_Lit,34,F,Health,84,A,581,64.56,B
STU0345,57,B,63,B,100,A,69,B,20,F,95,A,Commerce,99,A,Sinhala_Lit,62,B,Media,61,B,626,69.56,B
STU0346,73,B,56,B,16,F,55,B,65,B,50,C,Commerce,50,C,Art,53,C,Media,68,B,486,54,C
STU0347,46,C,80,A,63,B,44,C,47,C,19,F,Commerce,80,A,Drama,69,B,Health,35,C,483,53.67,C
STU0348,18,F,38,C,83,A,39,C,16,F,66,B,Commerce,43,C,Art,83,A,ICT,51,C,437,48.56,C
STU0349,58,B,64,B,85,A,89,A,52,C,58,B,Agriculture,55,B,Music,69,B,Health,71,B,601,66.78,B
STU0350,74,B,60,B,74,B,61,B,81,A,58,B,Agriculture,55,B,Dance,64,B,Home_Science,85,A,612,68,B
STU0351,74,B,84,A,82,A,53,C,44,C,100,A,Commerce,43,C,Music,74,B,Home_Science,100,A,654,72.67,B
STU0352,61,B,39,C,94,A,87,A,84,A,38,C,Agriculture,45,C,Art,58,B,Home_Science,28,F,534,59.33,B
STU0353,98,A,91,A,19,F,63,B,64,B,7,F,Commerce,55,B,English_Lit,55,B,Home_Science,47,C,499,55.44,B
STU0354,40,C,65,B,57,B,47,C,97,A,51,C,Commerce,76,A,Drama,67,B,ICT,37,C,537,59.67,B
STU0355,37,C,40,C,57,B,23,F,17,F,74,B,Agriculture,70,B,Drama,63,B,Home_Science,67,B,448,49.78,C
STU0356,59,B,61,B,93,A,92,A,100,A,56,B,Commerce,78,A,Music,1,F,Home_Science,67,B,607,67.44,B
STU0357,73,B,53,C,80,A,29,F,50,C,38,C,Commerce,52,C,English_Lit,49,C,Home_Science,81,A,505,56.11,B
STU0358,56,B,67,B,95,A,65,B,95,A,33,F,Agriculture,78,A,Dance,78,A,Media,27,F,594,66,B
STU0359,51,C,51,C,95,A,96,A,49,C,27,F,Agriculture,100,A,English_Lit,81,A,Health,80,A,630,70,B
STU0360,84,A,61,B,38,C,48,C,54,C,92,A,Agriculture,83,A,Sinhala_Lit,56,B,Home_Science,39,C,555,61.67,B
STU0361,77,A,49,C,16,F,91,A,31,F,76,A,Agriculture,94,A,Music,70,B,Home_Science,44,C,548,60.89,B
STU0362,12,F,49,C,55,B,46,C,20,F,83,A,Commerce,91,A,Music,67,B,Home_Science,49,C,472,52.44,C
STU0363,100,A,79,A,74,B,50,C,65,B,46,C,Agriculture,64,B,English_Lit,27,F,ICT,69,B,574,63.78,B
STU0364,69,B,96,A,79,A,91,A,59,B,96,A,Commerce,55,B,Art,68,B,Media,88,A,701,77.89,A
STU0365,64,B,52,C,74,B,73,B,78,A,19,F,Commerce,92,A,Drama,71,B,Home_Science,26,F,549,61,B
STU0366,52,C,98,A,27,F,2,F,2,F,99,A,Commerce,51,C,Music,65,B,ICT,66,B,462,51.33,C
STU0367,60,B,36,C,95,A,82,A,59,B,22,F,Commerce,46,C,Sinhala_Lit,58,B,Media,74,B,532,59.11,B
STU0368,63,B,64,B,98,A,66,B,96,A,23,F,Commerce,47,C,English_Lit,94,A,Health,49,C,600,66.67,B
STU0369,57,B,83,A,76,A,59,B,85,A,65,B,Agriculture,42,C,Drama,85,A,Home_Science,38,C,590,65.56,B
STU0370,72,B,30,F,46,C,55,B,44,C,85,A,Commerce,47,C,Drama,60,B,ICT,54,C,493,54.78,C
STU0371,55,B,81,A,100,A,60,B,31,F,91,A,Commerce,55,B,Sinhala_Lit,54,C,Media,73,B,600,66.67,B
STU0372,92,A,64,B,66,B,100,A,72,B,94,A,Commerce,32,F,Drama,11,F,ICT,87,A,618,68.67,B
STU0373,93,A,77,A,63,B,75,A,38,C,49,C,Agriculture,86,A,English_Lit,38,C,ICT,82,A,601,66.78,B
STU0374,100,A,70,B,18,F,93,A,84,A,57,B,Commerce,74,B,English_Lit,42,C,Media,98,A,636,70.67,B
STU0375,87,A,36,C,83,A,77,A,73,B,56,B,Commerce,37,C,Drama,31,F,Media,99,A,579,64.33,B
STU0376,97,A,19,F,5,F,68,B,70,B,43,C,Agriculture,72,B,Drama,24,F,ICT,61,B,459,51,C
STU0377,22,F,77,A,76,A,48,C,52,C,91,A,Commerce,49,C,Sinhala_Lit,35,C,Home_Science,37,C,487,54.11,C
STU0378,82,A,77,A,59,B,98,A,80,A,67,B,Commerce,2,F,English_Lit,39,C,Media,73,B,577,64.11,B
STU0379,91,A,74,B,49,C,37,C,31,F,65,B,Agriculture,67,B,Dance,99,A,Home_Science,73,B,586,65.11,B
STU0380,39,C,91,A,39,C,77,A,57,B,72,B,Commerce,58,B,English_Lit,90,A,ICT,67,B,590,65.56,B
STU0381,65,B,5,F,46,C,97,A,55,B,57,B,Agriculture,68,B,Music,49,C,Health,64,B,506,56.22,B
STU0382,30,F,46,C,67,B,97,A,43,C,72,B,Commerce,35,C,Music,82,A,Health,25,F,497,55.22,B
STU0383,71,B,67,B,96,A,76,A,64,B,71,B,Commerce,59,B,Drama,77,A,Health,42,C,623,69.22,B
STU0384,65,B,85,A,100,A,89,A,58,B,63,B,Agriculture,28,F,Sinhala_Lit,55,B,Media,46,C,589,65.44,B
STU0385,92,A,56,B,58,B,38,C,68,B,69,B,Commerce,59,B,Dance,67,B,Home_Science,78,A,585,65,B
STU0386,67,B,63,B,42,C,84,A,74,B,45,C,Commerce,63,B,Dance,100,A,Home_Science,72,B,610,67.78,B
STU0387,66,B,94,A,12,F,37,C,40,C,70,B,Agriculture,4,F,Art,29,F,Media,70,B,422,46.89,C
STU0388,96,A,91,A,62,B,78,A,54,C,68,B,Commerce,47,C,Music,95,A,Media,98,A,689,76.56,A
STU0389,66,B,70,B,73,B,23,F,55,B,65,B,Commerce,30,F,Dance,73,B,Home_Science,95,A,550,61.11,B
STU0390,49,C,70,B,38,C,72,B,99,A,36,C,Commerce,73,B,Music,96,A,Health,92,A,625,69.44,B
STU0391,83,A,56,B,75,A,97,A,75,A,40,C,Agriculture,66,B,Dance,99,A,ICT,100,A,691,76.78,A
STU0392,74,B,57,B,40,C,60,B,46,C,97,A,Agriculture,43,C,Sinhala_Lit,29,F,Health,66,B,512,56.89,B
STU0393,83,A,75,A,86,A,70,B,72,B,24,F,Agriculture,30,F,Dance,50,C,Home_Science,65,B,555,61.67,B
STU0394,48,C,55,B,46,C,60,B,28,F,85,A,Commerce,91,A,Dance,56,B,ICT,98,A,567,63,B
STU0395,61,B,69,B,93,A,63,B,39,C,71,B,Commerce,45,C,Dance,73,B,Health,44,C,558,62,B
STU0396,59,B,98,A,90,A,50,C,39,C,76,A,Agriculture,58,B,Dance,37,C,Home_Science,79,A,586,65.11,B
STU0397,100,A,90,A,17,F,45,C,63,B,53,C,Commerce,36,C,English_Lit,38,C,Home_Science,94,A,536,59.56,B
STU0398,65,B,72,B,71,B,92,A,96,A,43,C,Commerce,93,A,Art,86,A,Media,87,A,705,78.33,A
STU0399,62,B,71,B,62,B,57,B,90,A,15,F,Agriculture,29,F,Art,13,F,ICT,72,B,471,52.33,C
STU0400,67,B,96,A,69,B,94,A,44,C,51,C,Agriculture,48,C,Art,73,B,Health,42,C,584,64.89,B
STU0401,79,A,36,C,66,B,78,A,44,C,72,B,Agriculture,53,C,Drama,59,B,Home_Science,60,B,547,60.78,B
STU0402,76,A,55,B,88,A,95,A,47,C,75,A,Commerce,97,A,Sinhala_Lit,19,F,Media,3,F,555,61.67,B
STU0403,99,A,23,F,16,F,3,F,75,A,39,C,Agriculture,85,A,Art,94,A,Home_Science,94,A,528,58.67,B
STU0404,70,B,4,F,85,A,39,C,93,A,37,C,Commerce,72,B,English_Lit,58,B,Health,48,C,506,56.22,B
STU0405,66,B,82,A,42,C,66,B,39,C,72,B,Commerce,89,A,Music,66,B,ICT,46,C,568,63.11,B
STU0406,75,A,59,B,91,A,83,A,83,A,50,C,Agriculture,62,B,Dance,64,B,ICT,8,F,575,63.89,B
STU0407,18,F,45,C,49,C,49,C,77,A,61,B,Agriculture,64,B,Music,51,C,ICT,71,B,485,53.89,C
STU0408,44,C,70,B,68,B,62,B,35,C,35,C,Agriculture,83,A,Music,91,A,Home_Science,54,C,542,60.22,B
STU0409,67,B,34,F,82,A,62,B,95,A,65,B,Agriculture,53,C,Music,67,B,ICT,53,C,578,64.22,B
STU0410,30,F,77,A,42,C,31,F,78,A,63,B,Commerce,35,C,Music,68,B,Media,64,B,488,54.22,C
STU0411,88,A,2,F,40,C,57,B,66,B,54,C,Agriculture,37,C,Music,22,F,Home_Science,57,B,423,47,C
STU0412,71,B,69,B,97,A,74,B,67,B,50,C,Agriculture,66,B,Drama,40,C,Home_Science,79,A,613,68.11,B
STU0413,65,B,70,B,69,B,81,A,62,B,80,A,Commerce,81,A,Drama,0,F,ICT,91,A,599,66.56,B
STU0414,65,B,75,A,67,B,6,F,58,B,69,B,Agriculture,33,F,Art,91,A,Media,58,B,522,58,B
STU0415,86,A,17,F,87,A,80,A,76,A,33,F,Commerce,57,B,Dance,35,C,Home_Science,61,B,532,59.11,B
STU0416,74,B,50,C,79,A,59,B,98,A,73,B,Agriculture,88,A,English_Lit,59,B,Media,72,B,652,72.44,B
STU0417,66,B,75,A,67,B,84,A,72,B,42,C,Agriculture,66,B,Dance,68,B,Media,54,C,594,66,B
STU0418,62,B,14,F,99,A,92,A,48,C,65,B,Commerce,92,A,English_Lit,67,B,Media,71,B,610,67.78,B
STU0419,35,C,47,C,73,B,68,B,39,C,1,F,Agriculture,46,C,Drama,43,C,Home_Science,100,A,452,50.22,C
STU0420,62,B,93,A,41,C,53,C,74,B,99,A,Commerce,89,A,Music,15,F,Home_Science,65,B,591,65.67,B
STU0421,54,C,100,A,41,C,77,A,67,B,78,A,Commerce,82,A,English_Lit,61,B,Home_Science,40,C,600,66.67,B
STU0422,73,B,47,C,8,F,59,B,90,A,58,B,Agriculture,37,C,Drama,77,A,Media,39,C,488,54.22,C
STU0423,49,C,52,C,31,F,65,B,51,C,49,C,Agriculture,45,C,English_Lit,52,C,Home_Science,63,B,457,50.78,C
STU0424,40,C,92,A,16,F,36,C,60,B,11,F,Agriculture,96,A,English_Lit,78,A,ICT,35,C,464,51.56,C
STU0425,36,C,66,B,90,A,59,B,79,A,42,C,Commerce,67,B,Music,66,B,Media,82,A,587,65.22,B
STU0426,11,F,56,B,60,B,95,A,60,B,77,A,Commerce,85,A,Dance,96,A,Home_Science,36,C,576,64,B
STU0427,21,F,42,C,98,A,63,B,95,A,72,B,Commerce,85,A,English_Lit,72,B,Health,66,B,614,68.22,B
STU0428,8,F,68,B,75,A,92,A,53,C,78,A,Commerce,55,B,English_Lit,73,B,Health,70,B,572,63.56,B
STU0429,99,A,36,C,72,B,77,A,44,C,94,A,Agriculture,42,C,Art,99,A,Media,70,B,633,70.33,B
STU0430,65,B,91,A,90,A,4,F,64,B,61,B,Agriculture,67,B,Sinhala_Lit,50,C,Home_Science,56,B,548,60.89,B
STU0431,53,C,37,C,42,C,36,C,89,A,69,B,Agriculture,86,A,Drama,37,C,Health,17,F,466,51.78,C
STU0432,42,C,33,F,71,B,55,B,56,B,76,A,Agriculture,70,B,Sinhala_Lit,48,C,Health,73,B,524,58.22,B
